DATENEW,UNITS
2017-04-12,14.956
2017-04-13,25.032
2017-04-15,23.188
2017-04-17,15.09
2017-04-18,13.485999999999997
2017-04-19,38.215999999999994
2017-04-20,19.94
2017-04-21,21.838000000000005
2017-04-22,21.416
2017-04-23,20.038
2017-04-24,13.788
2017-04-25,15.322
2017-04-26,32.438
2017-04-27,35.866
2017-04-28,29.443999999999996
2017-04-29,29.009999999999998
2017-04-30,20.604000000000003
2017-05-01,31.220000000000002
2017-05-02,33.36
2017-05-03,31.536
2017-05-04,30.068
2017-05-05,39.062
2017-05-06,36.93
2017-05-07,24.076
2017-05-08,26.215999999999998
2017-05-09,24.22
2017-05-10,23.995999999999995
2017-05-11,21.823999999999998
2017-05-12,26.480000000000004
2017-05-13,17.096
2017-05-14,14.894
2017-05-15,35.29
2017-05-16,10.516000000000002
2017-05-17,34.57800000000001
2017-05-18,9.666
2017-05-19,21.864000000000004
2017-05-20,21.035999999999998
2017-05-21,10.99
2017-05-22,11.803999999999998
2017-05-23,22.072
2017-05-24,13.577999999999998
2017-05-25,3.492
2017-05-26,9.088000000000001
2017-05-27,12.756
2017-05-28,8.397999999999998
2017-05-29,17.398
2017-05-30,7.728000000000001
2017-05-31,9.106
2017-06-01,8.794
2017-06-02,17.498
2017-06-03,27.468
2017-06-04,1.398
2017-06-05,23.137999999999995
2017-06-06,25.734
2017-06-07,16.407999999999998
2017-06-08,18.734
2017-06-09,23.419999999999998
2017-06-10,7.562
2017-06-11,1.746
2017-06-12,7.779999999999999
2017-06-13,19.724
2017-06-14,7.114
2017-06-15,17.46
2017-06-16,6.766
2017-06-17,14.266
2017-06-18,10.829999999999998
2017-06-19,9.224
2017-06-20,4.31
2017-06-21,10.964
2017-06-22,10.076
2017-06-23,9.745999999999999
2017-06-24,15.882000000000001
2017-06-25,3.798
2017-06-26,10.948
2017-06-27,17.290000000000003
2017-06-28,26.078000000000003
2017-06-29,15.919999999999998
2017-06-30,16.316000000000003
2017-07-01,15.32
2017-07-02,7.782
2017-07-03,31.472
2017-07-04,17.073999999999998
2017-07-05,7.935999999999999
2017-07-06,3.518
2017-07-07,17.477999999999998
2017-07-08,13.246
2017-07-09,10.02
2017-07-10,6.09
2017-07-11,3.646
2017-07-12,10.509999999999998
2017-07-13,8.91
2017-07-14,12.148000000000001
2017-07-15,13.341999999999999
2017-07-16,9.786
2017-07-17,7.506
2017-07-18,12.226
2017-07-19,43.806
2017-07-20,10.012
2017-07-21,21.836
2017-07-22,25.565999999999995
2017-07-23,8.236
2017-07-24,13.222000000000001
2017-07-25,19.066
2017-07-26,9.312000000000001
2017-07-27,15.132
2017-07-28,14.756000000000004
2017-07-29,10.984
2017-07-30,10.618
2017-07-31,22.899999999999995
2017-08-01,10.597999999999999
2017-08-02,16.108
2017-08-03,11.972
2017-08-04,8.578
2017-08-05,12.904000000000002
2017-08-06,13.454
2017-08-07,13.004000000000001
2017-08-08,21.966
2017-08-09,15.332000000000003
2017-08-10,11.664000000000001
2017-08-11,15.986
2017-08-12,18.448000000000004
2017-08-13,8.142
2017-08-14,6.288
2017-08-15,9.472
2017-08-16,17.836
2017-08-17,5.716000000000001
2017-08-18,15.173999999999998
2017-08-19,11.138
2017-08-20,4.168
2017-08-21,8.07
2017-08-22,7.864
2017-08-23,18.951999999999998
2017-08-24,9.774000000000001
2017-08-25,13.542
2017-08-26,29.109999999999992
2017-08-27,6.51
2017-08-28,19.766000000000002
2017-08-29,16.792
2017-08-30,15.666000000000002
2017-08-31,17.552
2017-09-01,18.82
2017-09-02,20.357999999999997
2017-09-03,14.892
2017-09-04,6.4719999999999995
2017-09-05,8.676
2017-09-06,12.31
2017-09-07,11.312
2017-09-08,14.014000000000001
2017-09-09,9.846
2017-09-10,1.122
2017-09-11,15.675999999999998
2017-09-12,19.941999999999997
2017-09-13,10.860000000000001
2017-09-14,16.669999999999998
2017-09-15,20.108
2017-09-16,32.026
2017-09-17,6.344
2017-09-18,14.351999999999997
2017-09-19,13.44
2017-09-20,6.014
2017-09-21,10.213999999999999
2017-09-22,9.828
2017-09-23,13.184000000000003
2017-09-24,13.156
2017-09-25,20.896
2017-09-26,7.572000000000001
2017-09-27,10.477999999999998
2017-09-28,16.73
2017-09-29,8.436
2017-09-30,11.381999999999998
2017-10-01,4.094
2017-10-02,7.885999999999999
2017-10-03,7.07
2017-10-04,10.574000000000002
2017-10-05,11.498
2017-10-06,7.914000000000001
2017-10-07,24.738
2017-10-08,11.212
2017-10-09,17.632000000000005
2017-10-10,15.526
2017-10-11,9.344
2017-10-12,14.132000000000001
2017-10-13,11.059999999999999
2017-10-14,11.952
2017-10-15,21.816
2017-10-16,13.77
2017-10-17,13.116
2017-10-18,12.406
2017-10-19,13.09
2017-10-20,7.378
2017-10-21,6.294
2017-10-22,9.536
2017-10-23,16.102
2017-10-24,9.416
2017-10-25,9.305999999999997
2017-10-26,18.164
2017-10-27,6.858
2017-10-28,5.274000000000001
2017-10-29,9.241999999999999
2017-10-30,23.317999999999998
2017-10-31,11.53
2017-11-01,10.347999999999999
2017-11-02,6.34
2017-11-03,6.574
2017-11-04,7.241999999999999
2017-11-05,15.2
2017-11-06,16.118000000000002
2017-11-08,10.388
2017-11-09,5.61
2017-11-10,9.790000000000003
2017-11-11,7.208
2017-11-12,7.646
2017-11-13,7.811999999999999
2017-11-14,7.369999999999999
2017-11-15,10.172
2017-11-16,3.31
2017-11-17,8.964
2017-11-18,9.236
2017-11-19,10.226
2017-11-20,3.218
2017-11-21,7.598000000000001
2017-11-22,2.8899999999999997
2017-11-23,6.394
2017-11-24,5.417999999999999
2017-11-25,10.694
2017-11-26,5.779999999999999
2017-11-27,9.596
2017-11-28,3.398
2017-11-29,8.538
2017-11-30,5.368
2017-12-01,1.776
2017-12-02,7.860000000000001
2017-12-04,15.76
2017-12-05,3.8680000000000003
2017-12-06,2.5300000000000002
2017-12-07,11.43
2017-12-08,18.576
2017-12-09,18.872
2017-12-10,5.419999999999999
2017-12-11,7.484000000000001
2017-12-12,6.8580000000000005
2017-12-13,10.028
2017-12-14,4.696
2017-12-15,8.502
2017-12-16,9.485999999999999
2017-12-17,5.414
2017-12-18,8.786000000000001
2017-12-19,9.668
2017-12-20,7.13
2017-12-21,20.112000000000002
2017-12-22,13.319999999999999
2017-12-23,28.544000000000008
2017-12-24,15.888
2017-12-28,6.273999999999999
2017-12-29,5.806000000000001
2017-12-30,7.89
2017-12-31,9.832
2018-01-02,11.629999999999999
2018-01-03,8.52
2018-01-04,13.974
2018-01-05,7.676
2018-01-06,5.006
2018-01-07,7.022
2018-01-08,8.7
2018-01-09,10.536
2018-01-10,7.538
2018-01-11,9.741999999999999
2018-01-12,7.92
2018-01-13,13.211999999999998
2018-01-14,7.921999999999999
2018-01-15,6.3
2018-01-16,14.324
2018-01-17,6.76
2018-01-18,2.074
2018-01-19,8.012
2018-01-20,11.567999999999998
2018-01-21,6.558000000000001
2018-01-22,10.851999999999999
2018-01-23,9.17
2018-01-24,14.852
2018-01-25,13.392
2018-01-26,2.044
2018-01-27,7.459999999999999
2018-01-28,2.0940000000000003
2018-01-29,3.86
2018-01-30,15.302000000000001
2018-01-31,2.798
2018-02-01,12.892000000000001
2018-02-02,9.308
2018-02-03,10.276000000000002
2018-02-04,5.524
2018-02-05,5.852
2018-02-06,12.43
2018-02-07,7.304
2018-02-08,9.522
2018-02-09,5.994000000000001
2018-02-10,7.35
2018-02-11,6.005999999999999
2018-02-12,8.284
2018-02-13,9.612000000000002
2018-02-14,16.91
2018-02-15,19.132
2018-02-16,15.088
2018-02-17,15.989999999999998
2018-02-18,15.702000000000004
2018-02-19,19.328
2018-02-20,24.515999999999995
2018-02-21,13.699999999999998
2018-02-22,8.154
2018-02-23,12.989999999999998
2018-02-24,15.363999999999999
2018-02-25,10.152
2018-02-26,18.080000000000002
2018-02-27,14.234
2018-02-28,13.180000000000003
2018-03-01,14.212000000000002
2018-03-02,18.577999999999996
2018-03-03,19.118
2018-03-04,13.904
2018-03-05,16.748
2018-03-06,19.509999999999998
2018-03-07,5.235999999999999
2018-03-08,5.532
2018-03-09,9.756
2018-03-10,10.706000000000001
2018-03-11,2.202
2018-03-12,9.568
2018-03-13,18.642
2018-03-14,15.942
2018-03-15,11.498
2018-03-16,14.332
2018-03-17,12.767999999999999
2018-03-18,6.58
2018-03-19,8.674
2018-03-20,7.8919999999999995
2018-03-21,11.09
2018-03-22,11.655999999999999
2018-03-23,8.016
2018-03-24,10.871999999999998
2018-03-25,4.606
2018-03-26,9.006
2018-03-27,11.322000000000001
2018-03-28,12.331999999999999
2018-03-29,20.454
2018-03-31,17.124
2018-04-02,15.314000000000002
2018-04-03,15.648
2018-04-04,13.404
2018-04-05,15.597999999999997
2018-04-06,9.262
2018-04-07,13.152000000000001
2018-04-08,8.430000000000001
2018-04-09,8.184000000000001
2018-04-10,14.404
2018-04-11,9.778
2018-04-12,8.062000000000001
2018-04-13,10.761999999999999
2018-04-14,14.82
2018-04-15,6.048
2018-04-16,9.696
2018-04-17,7.052
2018-04-18,7.305999999999999
2018-04-19,12.022
2018-04-20,11.139999999999999
2018-04-21,5.951999999999999
2018-04-22,11.516
2018-04-23,3.4080000000000004
2018-04-24,0.62
2018-04-26,6.848
2018-04-27,9.046
2018-04-28,8.688
2018-04-29,7.704
2018-04-30,8.984
2018-05-01,8.91
2018-05-02,2.8480000000000003
2018-05-03,5.338
2018-05-04,5.4079999999999995
2018-05-05,9.01
2018-05-06,4.314
2018-05-07,12.142
2018-05-08,8.585999999999999
2018-05-09,7.612
2018-05-10,7.902
2018-05-11,12.950000000000001
2018-05-12,23.729999999999997
2018-05-13,7.776
2018-05-14,8.687999999999999
2018-05-15,12.280000000000001
2018-05-16,11.334
2018-05-17,20.986
2018-05-18,19.306
2018-05-19,34.575
2018-05-20,6.214
2018-05-21,24.084000000000003
2018-05-22,13.642
2018-05-23,6.8260000000000005
2018-05-24,11.422
2018-05-25,7.106000000000001
2018-05-26,11.761999999999999
2018-05-27,10.501999999999999
2018-05-28,8.296000000000001
2018-05-29,16.498
2018-05-30,11.074000000000002
2018-05-31,13.938
2018-06-01,9.89
2018-06-02,24.118000000000002
2018-06-03,4.752000000000001
2018-06-04,17.784000000000002
2018-06-05,19.509
2018-06-06,10.064
2018-06-07,25.349999999999998
2018-06-08,26.182
2018-06-09,9.088000000000001
2018-06-10,14.697999999999999
2018-06-12,9.062000000000001
2018-06-13,12.600000000000001
2018-06-14,17.291999999999998
2018-06-15,20.847999999999995
2018-06-16,20.718000000000004
2018-06-17,12.680000000000001
2018-06-18,17.202
2018-06-19,17.946
2018-06-20,10.937999999999999
2018-06-21,13.082
2018-06-22,15.79
2018-06-23,17.093999999999998
2018-06-24,13.116000000000003
2018-06-25,24.33
2018-06-26,8.518
2018-06-27,15.458000000000002
2018-06-28,7.462
2018-06-29,12.652000000000001
2018-06-30,15.168
2018-07-01,7.026000000000001
2018-07-02,18.444
2018-07-03,12.746
2018-07-04,14.216000000000001
2018-07-05,17.126
2018-07-06,6.935999999999999
2018-07-07,14.18
2018-07-08,7.486000000000001
2018-07-09,12.722
2018-07-10,9.154
2018-07-11,7.779999999999999
2018-07-12,12.646
2018-07-13,17.108
2018-07-14,26.136000000000003
2018-07-15,4.3340000000000005
2018-07-16,19.422000000000004
2018-07-17,13.726
2018-07-18,9.53
2018-07-19,7.438
2018-07-20,14.554
2018-07-21,10.466000000000001
2018-07-22,13.816
2018-07-23,19.349999999999998
2018-07-24,5.204
2018-07-25,12.490000000000002
2018-07-26,10.006
2018-07-27,18.414
2018-07-28,7.846
2018-07-29,5.318
2018-07-30,12.464
2018-07-31,13.622
2018-08-01,17.362000000000002
2018-08-02,12.073999999999998
2018-08-03,10.964
2018-08-04,21.336000000000002
2018-08-05,16.584
2018-08-06,8.906
2018-08-07,23.854
2018-08-08,4.436
2018-08-09,9.868
2018-08-10,6.2059999999999995
2018-08-11,17.358000000000004
2018-08-12,10.804
2018-08-13,17.277999999999995
2018-08-14,7.946000000000001
2018-08-15,15.356
2018-08-16,8.808
2018-08-17,10.724
2018-08-18,16.856
2018-08-19,4.0680000000000005
2018-08-20,14.882
2018-08-21,11.296000000000001
2018-08-22,7.0360000000000005
2018-08-23,8.584
2018-08-24,14.979999999999999
2018-08-25,14.645999999999999
2018-08-26,13.154000000000002
2018-08-27,12.076
2018-08-28,12.472000000000001
2018-08-29,15.7
2018-08-30,14.254000000000001
2018-08-31,10.645999999999999
2018-09-01,13.400000000000002
2018-09-02,13.792
2018-09-03,9.547999999999998
2018-09-04,11.866
2018-09-05,15.316
2018-09-06,19.498
2018-09-07,12.258000000000001
2018-09-08,21.73
2018-09-09,10.252
2018-09-10,9.368
2018-09-11,16.934
2018-09-12,12.078000000000001
2018-09-13,27.670999999999996
2018-09-14,19.93
2018-09-15,9.576
2018-09-17,21.488
2018-09-18,21.424000000000003
2018-09-19,20.383999999999997
2018-09-20,13.914000000000001
2018-09-21,7.204000000000001
2018-09-22,7.73
2018-09-23,6.324
2018-09-24,15.918000000000001
2018-09-25,12.952
2018-09-26,8.774
2018-09-27,9.059999999999999
2018-09-28,9.406
2018-09-29,4.226
2018-09-30,5.116
2018-10-01,3.048
2018-10-02,8.9
2018-10-03,16.074
2018-10-04,12.873999999999997
2018-10-05,8.216
2018-10-06,8.716
2018-10-08,11.094
2018-10-09,16.744
2018-10-10,15.015999999999998
2018-10-11,11.012
2018-10-12,12.308
2018-10-13,10.332000000000003
2018-10-14,6.936
2018-10-15,11.797999999999998
2018-10-16,13.179999999999998
2018-10-17,10.017999999999999
2018-10-18,13.13
2018-10-19,14.576000000000002
2018-10-20,11.706000000000001
2018-10-21,12.282000000000002
2018-10-22,10.558000000000002
2018-10-23,12.161999999999999
2018-10-24,12.238
2018-10-25,17.2
2018-10-26,14.803999999999998
2018-10-27,18.392
2018-10-28,20.340000000000003
2018-10-29,25.48
2018-10-30,17.497999999999998
2018-10-31,8.468
2018-11-01,12.888000000000002
2018-11-02,5.774000000000001
2018-11-03,8.67
2018-11-04,9.903999999999998
2018-11-05,7.46
2018-11-06,3.0340000000000003
2018-11-07,14.042000000000002
2018-11-08,4.722
2018-11-09,9.681999999999999
2018-11-10,6.820000000000001
2018-11-11,6.6339999999999995
2018-11-12,10.016000000000002
2018-11-13,18.636000000000003
2018-11-14,11.464000000000002
2018-11-15,11.502000000000002
2018-11-16,15.679999999999996
2018-11-17,13.872
2018-11-18,6.614000000000001
2018-11-19,8.058
2018-11-20,16.965999999999998
2018-11-21,18.992
2018-11-22,16.738
2018-11-23,12.938
2018-11-24,17.094
2018-11-26,19.133999999999997
2018-11-27,15.582
2018-11-28,15.665000000000001
2018-11-29,5.941999999999999
2018-11-30,11.678
2018-12-01,12.416
2018-12-02,5.636
2018-12-03,6.736
2018-12-04,8.978
2018-12-05,6.63
2018-12-06,7.154
2018-12-07,3.7560000000000002
2018-12-08,2.556
2018-12-09,10.364
2018-12-10,10.713999999999999
2018-12-11,5.338
2018-12-12,3.268
2018-12-13,8.748000000000001
2018-12-14,10.73
2018-12-15,9.942
2018-12-16,7.104
2018-12-17,8.741999999999999
2018-12-18,7.456
2018-12-19,15.556
2018-12-20,10.99
2018-12-21,16.528000000000002
2018-12-22,11.234
2018-12-23,31.723999999999997
2018-12-24,16.461
2018-12-28,7.174
2018-12-29,12.691999999999998
2018-12-30,7.042
2018-12-31,6.772
